"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GeneList","Dataset","Regulation","Source"
"R-DME-9006934","Signaling by Receptor Tyrosine Kinases","90/1367","198/4391",1.05636195837269e-05,7.26248846381224e-05,4.9045376638732e-05,"34823/32537/3355143/31521/43775/39872/40517/36497/33211/38389/44307/3354888/42216/64880/44013/36717/45247/42964/2768679/40389/36059/37368/32888/246497/32955/45012/34284/32569/31151/40679/35215/42428/39916/34433/36775/32981/35944/42341/45959/41550/40462/36731/37405/48632/34997/31342/42848/36329/43442/39198/2768940/326237/34420/42525/44573/38146/40221/32987/42549/33629/38244/33203/42866/38846/39958/41140/38456/44672/41601/36826/44409/39258/41431/44115/37455/44702/47220/41138/33752/42465/37851/40260/38017/36788/34127/43916/35340/38912/39241/38424",90,"CG18095, Chc, p120ctn, Act5C, Crk, CG9701, alpha-Cat, drk, AP-2alpha, Hsp83, Vha16-1, rl, Vha100-2, chico, sls, Pgant1, VhaPPA1-1, Nct, p38c, VhaM9.7-b, 14-3-3zeta, Act57B, CG7378, HSPC300, CG14207, Vha68-2, Pka-C1, vap, arm, Vha26, Pax, Stat92E, TpnC73F, STUB1, Rho1, Cdc42, VhaAC45, Vha13, mts, Vha55, Hem, Vha14-1, CG9406, Act87E, VhaSFD, VhaAC39-1, Rox8, Cam, Vha100-1, Rbfox1, Pp2A-29B, Ubi-p5E, RpS27A, AP-2sigma, MAPk-Ak2, Rac1, Clc, AP-1-2beta, InR, RpL40, Rap1, Pi3K21B, p38a, lqf, Nedd4, Ras85D, Ubi-p63E, Lk6, CG8031, Vha44, Cbp80, IRSp53, glo, Rgl, Egfr, Vha36-1, Fur1, rump, TpnC25D, CG17272, yki, Psn, Pdk1, lbk, Pvr, Rok, dia, ERR, JIL-1, sty","OSNs","down","Reactome"
"R-DME-194315","Signaling by Rho GTPases","97/1367","217/4391",1.1409616853826e-05,7.77469467030622e-05,5.25044315397303e-05,"43803/32537/3355133/36542/35496/31521/38231/32526/32746/31838/38389/37230/38001/3354888/38879/32910/33165/32518/39561/36040/42066/3355131/31349/41441/34225/36059/37368/44885/44679/246497/34030/34793/35311/5740235/44205/31151/41852/31166/40179/31474/41853/42889/34896/38534/42186/43749/36775/32981/33781/43781/36683/36080/32425/41054/32623/40462/38831/48632/31554/43323/42841/31945/32548/33782/44448/43974/40158/32522/36915/37893/37858/38146/38646/41749/43587/33346/35158/32573/33203/34485/37006/44289/35950/40249/36726/3355084/35554/39258/38898/32752/32948/38937/38017/43916/35340/38912/40608",97,"Eph, Chc, conu, shot, CG30440, Act5C, alpha-Spec, CG33172, beta-Spec, CCT2, Hsp83, hts, zip, rl, pbl, Ulp1, Zir, CCT6, Frl, TER94, cher, cta, Vap33, Cad87A, alien, 14-3-3zeta, Act57B, mys, ergic53, HSPC300, Ziz, Arpc1, Arpc2, RhoGAP1A, spen, arm, Tm1, Actn, RhoGDI, Mlc-c, Tm2, jar, Cul3, Cip4, 14-3-3epsilon, faf, Rho1, Cdc42, Hel25E, RhoGAP102A, CG11807, Syb, Flo2, CCT7, Arp2, Hem, Rac2, Act87E, sqh, Mlc1, Rab7, RhoU, MSBP, Lam, scrib, trio, TORIP, Graf, RhoGEF2, Slik, gek, Rac1, Txl, cv-c, Mlc2, cpb, Swip-1, Nipsnap, Pi3K21B, CG17124, P32, flw, Pkn, RhoBTB, Flo1, Snap25, Pld, IRSp53, Arp3, par-6, Tao, Cpsf6, Pdk1, Rok, dia, ERR, Cdep","OSNs","down","Reactome"
"R-DME-9006925","Intracellular signaling by second messengers","80/1367","172/4391",1.16643114792826e-05,7.87852617460315e-05,5.32056313090083e-05,"43991/3355134/39872/36497/3885565/64880/48448/32169/34999/32132/38565/42802/35419/36041/34284/36638/41531/34359/39916/34433/45959/43449/36951/40639/39628/37405/39855/40174/36329/36018/32584/31567/45269/33105/2768940/326237/3354925/34420/32274/3355013/41079/40717/42805/40170/40305/117332/37378/39753/37894/33629/32047/41071/39845/33203/33738/40180/39958/42828/34530/41709/35701/38456/40388/37356/36001/44432/42641/38654/53427/37455/39212/39173/33752/42465/35524/44131/38017/34127/38912/46058",80,"Pten, CG17528, CG9701, drk, PIP4K, chico, CkIIalpha, Usp7, Prosbeta4, CkIIbeta, HDAC1, Rpn9, Ac3, Pka-R2, Pka-C1, Rpn6, Prosalpha2, Prosalpha6, TpnC73F, STUB1, mts, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, CG9406, Prosbeta6, Rpn1, Cam, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Pp2A-29B, Ubi-p5E, Maf1, RpS27A, REG, Gprk1, Prosbeta3, Rpn5, Rpt5, Mi-2, Pka-R1, Rheb, Prosalpha3, Diap1, Rpn8, RpL40, Rpt3, RagA-B, Rpn12, Pi3K21B, Rpn11, Ac76E, Nedd4, Rpt2, Samuel, foxo, Rpt1, Ubi-p63E, Rpn10, sktl, dap, IKKbeta, Rpn7, S6k, ACXB, Egfr, simj, Dronc, TpnC25D, CG17272, Src42A, Mkrn1, Pdk1, Pvr, ERR, Prosbeta1","OSNs","down","Reactome"
"R-DME-163210","Formation of ATP by chemiosmotic coupling","13/1367","15/4391",1.32434947960406e-05,8.79094051116485e-05,5.93673904650094e-05,"43829/37617/43507/43693/41845/39143/31950/42759/42291/44046/37931/46069/41745",13,"ATPsynbeta, blw, ATPsyngamma, ATPsynC, ATPsynO, ATPsynB, ATPsyndelta, ATPsynCF6, ATPsynD, sun, ATPsynF, ATPsynG, ATPsynE","OSNs","down","Reactome"
"R-DME-8949613","Cristae formation","13/1367","15/4391",1.32434947960406e-05,8.79094051116485e-05,5.93673904650094e-05,"43829/37617/43507/43693/41845/39143/31950/42759/42291/44046/37931/46069/41745",13,"ATPsynbeta, blw, ATPsyngamma, ATPsynC, ATPsynO, ATPsynB, ATPsyndelta, ATPsynCF6, ATPsynD, sun, ATPsynF, ATPsynG, ATPsynE","OSNs","down","Reactome"
"R-DME-983705","Signaling by the B Cell Receptor (BCR)","42/1367","77/4391",1.45247085988565e-05,9.55899625736707e-05,6.45542604393621e-05,"36497/34999/42802/46456/36638/32556/37214/41531/34359/39916/43449/36951/40639/39628/37405/39855/40174/36329/36018/32584/31567/45269/33105/32274/41079/40717/42805/34969/37378/37894/32047/39845/33203/33738/42828/35701/40388/42641/33752/42465/41087/46058",42,"drk, Prosbeta4, Rpn9, CanB2, Rpn6, Stim, Fkbp12, Prosalpha2, Prosalpha6, TpnC73F, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, CG9406, Prosbeta6, Rpn1, Cam, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, REG, Prosbeta3, Rpn5, Rpt5, cact, Prosalpha3, Rpn8, Rpt3, Rpn12, Pi3K21B, Rpn11, Rpt2, Rpt1, Rpn10, Rpn7, TpnC25D, CG17272, Rel, Prosbeta1","OSNs","down","Reactome"
"R-DME-68867","Assembly of the pre-replicative complex","36/1367","63/4391",1.5051078758121e-05,9.82146664724846e-05,6.63267877476519e-05,"34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42550/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/39014/46058",36,"Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, E2f1, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, Mcm7, Prosbeta1","OSNs","down","Reactome"
"R-DME-5683057","MAPK family signaling cascades","79/1367","171/4391",1.79917607982862e-05,0.000116417275753617,7.86194589504943e-05,"31521/38231/39872/32746/36497/36363/38434/3354888/34167/64880/38418/34999/32661/2768679/36059/37368/43828/49779/42802/37522/36638/41531/31201/34359/39916/32981/38978/45959/43449/36951/40639/53554/39628/37405/48632/39855/40174/34196/36329/36018/32584/31567/45269/32551/33105/2768940/246525/326237/34420/32274/41079/40717/42805/38146/5740294/37378/37894/33629/32047/38244/39845/33203/33738/42866/42828/41709/41140/35701/38456/40388/44817/42641/44115/37455/33752/42465/34411/34127/46058",79,"Act5C, alpha-Spec, CG9701, beta-Spec, drk, Lac, CG10359, rl, emb, chico, kst, Prosbeta4, if, p38c, 14-3-3zeta, Act57B, CaMKII, PpD3, Rpn9, CG30280, Rpn6, Prosalpha2, Vinc, Prosalpha6, TpnC73F, Cdc42, rhea, mts, Rpn2, Prosalpha5, Prosbeta7, krz, Prosbeta2, CG9406, Act87E, Prosbeta6, Rpn1, PrBP, Cam, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, CycD, Rpt6, Pp2A-29B, CG30281, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Rac1, CG41520, Prosalpha3, Rpn8, RpL40, Rpt3, Rap1, Rpn12, Pi3K21B, Rpn11, p38a, Rpt2, foxo, Ras85D, Rpt1, Ubi-p63E, Rpn10, for, Rpn7, Rgl, Egfr, TpnC25D, CG17272, Cdk1, Pvr, Prosbeta1","OSNs","down","Reactome"
"R-DME-5358351","Signaling by Hedgehog","56/1367","112/4391",1.90830850786649e-05,0.000122449795921433,8.26933686742148e-05,"43767/33196/39651/36040/34999/42802/35419/36041/34284/36638/41531/39013/34359/31014/34896/43449/36951/40639/39628/39855/40174/36018/32221/31016/32584/34619/31567/45269/33105/326237/34420/41704/32274/3355013/35742/41079/40717/42805/40305/37378/37894/33629/32047/39845/33738/40180/42828/35701/38456/40388/42641/53427/34263/31248/46058/42806",56,"ci, smo, Pdi, TER94, Prosbeta4, Rpn9, Ac3, Pka-R2, Pka-C1, Rpn6, Prosalpha2, dally, Prosalpha6, Roc1a, Cul3, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, CkIalpha, SkpA, Prosalpha4, CG6766, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, rdx, REG, Gprk1, Cul1, Prosbeta3, Rpn5, Rpt5, Pka-R1, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Ac76E, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, ACXB, numb, sgg, Prosbeta1, Hrd3","OSNs","down","Reactome"
"R-DME-8939236","RUNX1 regulates transcription of genes involved in differentiation of HSCs","37/1367","66/4391",2.07227314251312e-05,0.000131871927250835,8.90563664551095e-05,"34999/41737/42802/36638/41531/34359/34395/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/37851/46058",37,"Prosbeta4, trx, Rpn9, Rpn6, Prosalpha2, Prosalpha6, GATAd, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, yki, Prosbeta1","OSNs","down","Reactome"
"R-DME-5610787","Hedgehog 'off' state","48/1367","93/4391",2.60407126277285e-05,0.000164355317404516,0.000110993201364089,"43767/33196/34999/42802/35419/36041/34284/36638/41531/34359/31014/43449/36951/40639/39628/39855/40174/36018/32221/31016/32584/31567/45269/33105/326237/34420/32274/35742/41079/40717/42805/40305/37378/37894/33629/32047/39845/33738/40180/42828/35701/38456/40388/42641/53427/34263/31248/46058",48,"ci, smo, Prosbeta4, Rpn9, Ac3, Pka-R2, Pka-C1, Rpn6, Prosalpha2, Prosalpha6, Roc1a, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, CkIalpha, SkpA, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Cul1, Prosbeta3, Rpn5, Rpt5, Pka-R1, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Ac76E, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, ACXB, numb, sgg, Prosbeta1","OSNs","down","Reactome"
"R-DME-382556","ABC-family proteins mediated transport","49/1367","96/4391",3.15606494929795e-05,0.000197574797638977,0.000133427136067881,"36040/34999/34686/42802/32617/36638/41531/34359/34140/33171/43449/41843/36951/40639/39628/39855/40174/36018/32584/34619/31567/45269/39433/33105/326237/34420/32274/41079/40717/42805/34148/42976/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/35366/41387/41925/33369/46058/42806",49,"TER94, Prosbeta4, MRP, Rpn9, eIF2alpha, Rpn6, Prosalpha2, Prosalpha6, CG7806, CG3164, Rpn2, eIF2gamma, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, CG6766, Rpt4, Prosbeta5, eIF2beta, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, CG7627, CG11069, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, CG9270, Mrp4, Hmt-1, Der-1, Prosbeta1, Hrd3","OSNs","down","Reactome"
"R-DME-5621481","C-type lectin receptors (CLRs)","52/1367","105/4391",5.26307350079599e-05,0.000326819886742977,0.000220709533904348,"3772015/34999/42802/46456/34284/36638/41531/34359/39916/43449/36951/40639/39628/37405/39855/40174/36329/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/34969/37378/37894/33629/32047/39845/33738/43856/42828/41140/35701/38456/40388/36089/44432/42641/53516/33752/42465/12798556/14462692/41087/39241/46058",52,"nw, Prosbeta4, Rpn9, CanB2, Pka-C1, Rpn6, Prosalpha2, Prosalpha6, TpnC73F, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, CG9406, Prosbeta6, Rpn1, Cam, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, cact, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, nej, Rpt2, Ras85D, Rpt1, Ubi-p63E, Rpn10, Ndg, IKKbeta, Rpn7, lectin-33A, TpnC25D, CG17272, CG43055, CG43797, Rel, JIL-1, Prosbeta1","OSNs","down","Reactome"
"R-DME-6798695","Neutrophil degranulation","174/1367","444/4391",8.804954241142e-05,0.000542385181254347,0.000366286096431507,"46243/35422/34045/3355143/36542/38580/36271/38231/40236/40117/34082/3772015/35886/31838/33211/36060/38434/38389/34355/40235/44307/32821/3354888/41840/36588/42216/35336/38850/117294/43739/36040/32057/42490/38645/35882/38370/49807/44071/42964/32661/41864/44631/34264/33626/44885/33418/32132/43002/42802/38128/34963/35146/37850/36638/37481/41531/44010/31151/31405/32098/31201/35248/38528/39916/40459/36775/44887/36080/41076/45815/32623/31899/32820/43449/40462/36951/36383/39628/37405/39855/40174/35939/44291/36329/43442/34137/40078/34636/32510/41232/31849/33836/317887/42841/246525/32548/32115/49804/40048/44920/44448/34979/41104/43183/34044/40717/32470/42805/45826/41566/43662/37893/38146/45233/35368/34981/35862/37894/41248/38244/38490/39402/32352/33738/37441/33528/38866/45875/41140/34937/35701/33025/32865/48445/32124/26067068/3355084/41710/36992/42641/35554/53516/38011/31926/40524/40234/44702/48582/37141/33752/42465/40961/35411/35779/35524/12798556/40260/32006/41161/34772/49806/34840/14462692/45268/35774/39858/43916/35923/35340/41087/33277/38750/42576/37888",174,"poe, eEF2, Tep3, p120ctn, shot, Dhc64C, eEF1alpha1, alpha-Spec, Spn77Bc, CG9449, Spn28Da, nw, Pgi, CCT2, AP-2alpha, Pfk, CG10359, Hsp83, CG5731, Spn77Bb, Vha16-1, Tsf1, rl, Hsc70-4, conv, Vha100-2, Fs(2)Ket, frac, Dsp1, awd, TER94, Dlic, Mvl, CG10576, CCT8, Cht7, Spn28F, Mcr, Nct, if, Surf4, Ag5r, Gdi, Naprt, mys, Rab5, CkIIbeta, stac, Rpn9, LysE, GMF, CG10602, Rap2l, Rpn6, HmgD, Prosalpha2, Pgm1, arm, ctp, CG1572, Vinc, Tep4, Hexo1, TpnC73F, Csp, Rho1, mdy, Syb, CG11977, Spn27A, Arp2, LPCAT, betaCOP, Rpn2, Hem, Prosalpha5, Amph, Prosbeta2, CG9406, Prosbeta6, Rpn1, Rme-8, Idh, Cam, Vha100-1, Ostgamma, Acp76A, Rab6, HUWE1, Npc2d, Ost48, ifc, l(3)72Dp, Rab7, CG30281, MSBP, Ptp10D, Spn88Ea, Cat, Hsp70Ab, scrib, Idgf2, ATP6AP2, Ald1, Tep2, Rpn5, Scamp, Rpt5, bel, Arp1, Sap-r, Slik, Rac1, capt, Itgbn, Idgf3, PGRP-SC2, Rpn8, Timp, Rap1, Chd64, Pbgs, AMPdeam, Rpn11, CG17974, ND-B14.5B, CG8492, Hex-A, Ras85D, Tep1, Rpt1, Rab10, CG6891, Acph-1, prtp, Fatp1, Snap25, Npc2b, Rab4, Rpn7, Pld, lectin-33A, CG9380, Idgf4, beta-Man, Spn77Ba, Vha36-1, Hsp70Bb, Atg7, TpnC25D, CG17272, Arl8, Lamp1, Tmem63, Src42A, CG43055, Psn, CG15211, P58IPK, kuz, Spn38F, Rab14, CG43797, cathD, sut1, Mo25, Rok, Pgm2a, dia, Rel, IA-2, Ist1, CG6656, betaTub60D","OSNs","down","Reactome"
"R-DME-9012999","RHO GTPase cycle","80/1367","182/4391",0.000136440298489433,0.000833801824102089,0.000563086946146865,"43803/32537/3355133/36542/35496/31521/38231/32526/32746/31838/38389/37230/38879/32910/33165/32518/39561/36040/3355131/31349/41441/34225/37368/44885/44679/246497/34030/5740235/44205/31151/41852/31166/40179/41853/42889/34896/38534/43749/36775/32981/33781/43781/36683/36080/32425/41054/40462/38831/48632/42841/31945/32548/33782/44448/43974/40158/32522/36915/37893/37858/38146/38646/41749/33346/35158/32573/33203/37006/35950/40249/36726/3355084/35554/39258/32752/32948/38937/43916/35340/40608",80,"Eph, Chc, conu, shot, CG30440, Act5C, alpha-Spec, CG33172, beta-Spec, CCT2, Hsp83, hts, pbl, Ulp1, Zir, CCT6, Frl, TER94, cta, Vap33, Cad87A, alien, Act57B, mys, ergic53, HSPC300, Ziz, RhoGAP1A, spen, arm, Tm1, Actn, RhoGDI, Tm2, jar, Cul3, Cip4, faf, Rho1, Cdc42, Hel25E, RhoGAP102A, CG11807, Syb, Flo2, CCT7, Hem, Rac2, Act87E, Rab7, RhoU, MSBP, Lam, scrib, trio, TORIP, Graf, RhoGEF2, Slik, gek, Rac1, Txl, cv-c, cpb, Swip-1, Nipsnap, Pi3K21B, P32, Pkn, RhoBTB, Flo1, Snap25, Pld, IRSp53, par-6, Tao, Cpsf6, Rok, dia, Cdep","OSNs","down","Reactome"
"R-DME-446728","Cell junction organization","23/1367","38/4391",0.000163459326508896,0.000987667167830675,0.000666996009444092,"317824/3355143/36542/31521/40517/42066/37368/44885/31151/31166/34774/35215/40999/38723/34068/48632/45320/35368/36692/32990/39118/32275/53573",23,"Zyx, p120ctn, shot, Act5C, alpha-Cat, cher, Act57B, mys, arm, Actn, ics, Pax, stck, LanA, LanB1, Act87E, trol, Itgbn, scb, parvin, LanB2, mew, Ilk","OSNs","down","Reactome"
"R-DME-77387","Insulin receptor recycling","16/1367","23/4391",0.00016418363309393,0.000987667167830675,0.000666996009444092,"44307/42216/45247/40389/45012/40679/35944/42341/41550/36731/34997/31342/43442/42549/36826/44702",16,"Vha16-1, Vha100-2, VhaPPA1-1, VhaM9.7-b, Vha68-2, Vha26, VhaAC45, Vha13, Vha55, Vha14-1, VhaSFD, VhaAC39-1, Vha100-1, InR, Vha44, Vha36-1","OSNs","down","Reactome"
"R-DME-8866652","Synthesis of active ubiquitin: roles of E1 and E2 enzymes","17/1367","26/4391",0.000323648865703227,0.00193185757047663,0.00130463108655564,"32169/35998/3355079/43749/41785/326237/34420/40610/33629/31214/38456/37035/33397/31728/32751/34487/44118",17,"Usp7, Uba1, CG40045, faf, eff, Ubi-p5E, RpS27A, Ubc6, RpL40, CG2924, Ubi-p63E, Ubc10, Uch, UbcE2H, CG8188, Ubc2, vih","OSNs","down","Reactome"
"R-DME-209469","WG ligand bound to FZ receptors","13/1367","18/4391",0.000394206196019847,0.00233491362257909,0.00157682478407939,"43791/43769/31151/49701/45959/47877/43673/45307/32221/2768940/43162/40090/31248",13,"lgs, pan, arm, gish, mts, tws, dco, fz, CkIalpha, Pp2A-29B, gro, fz2, sgg","OSNs","down","Reactome"
"R-DME-166520","Signaling by NTRKs","21/1367","36/4391",0.000636447695760722,0.00371261155860421,0.00250721819542103,"32537/36497/33211/3354888/64880/2768679/36059/32888/36775/45959/2768940/42525/44573/40221/32987/38244/33203/42866/41140/44115/39241",21,"Chc, drk, AP-2alpha, rl, chico, p38c, 14-3-3zeta, CG7378, Rho1, mts, Pp2A-29B, AP-2sigma, MAPk-Ak2, Clc, AP-1-2beta, Rap1, Pi3K21B, p38a, Ras85D, Rgl, JIL-1","OSNs","down","Reactome"
"R-DME-187037","Signaling by NTRK1 (TRKA)","21/1367","36/4391",0.000636447695760722,0.00371261155860421,0.00250721819542103,"32537/36497/33211/3354888/64880/2768679/36059/32888/36775/45959/2768940/42525/44573/40221/32987/38244/33203/42866/41140/44115/39241",21,"Chc, drk, AP-2alpha, rl, chico, p38c, 14-3-3zeta, CG7378, Rho1, mts, Pp2A-29B, AP-2sigma, MAPk-Ak2, Clc, AP-1-2beta, Rap1, Pi3K21B, p38a, Ras85D, Rgl, JIL-1","OSNs","down","Reactome"
"R-DME-74752","Signaling by Insulin receptor","23/1367","41/4391",0.000759588272953136,0.0043976163170971,0.0029698188115461,"39872/36497/44307/3354888/42216/64880/45247/40389/45012/40679/35944/42341/41550/36731/34997/31342/43442/42549/33203/36826/44702/38017/34127",23,"CG9701, drk, Vha16-1, rl, Vha100-2, chico, VhaPPA1-1, VhaM9.7-b, Vha68-2, Vha26, VhaAC45, Vha13, Vha55, Vha14-1, VhaSFD, VhaAC39-1, Vha100-1, InR, Pi3K21B, Vha44, Vha36-1, Pdk1, Pvr","OSNs","down","Reactome"
"R-DME-1592230","Mitochondrial biogenesis","15/1367","23/4391",0.00076710639593134,0.00440799943930695,0.00297683079018132,"43829/42832/37617/43507/43693/41845/39143/31950/42759/42291/44046/37931/46069/36878/41745",15,"ATPsynbeta, Gdh, blw, ATPsyngamma, ATPsynC, ATPsynO, ATPsynB, ATPsyndelta, ATPsynCF6, ATPsynD, sun, ATPsynF, ATPsynG, Sod2, ATPsynE","OSNs","down","Reactome"
"R-DME-6814122","Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding","14/1367","21/4391",0.000835613741226268,0.00476609319069797,0.00321866033657526,"36308/31838/34674/42649/48448/32518/35882/42029/32132/32544/41054/35881/45234/36384",14,"CCT5, CCT2, CCT4, CCT1, CkIIalpha, CCT6, CCT8, CCT3, CkIIbeta, Gbeta13F, CCT7, Ggamma1, Ggamma30A, Galphaq","OSNs","down","Reactome"
"R-DME-1295596","Spry regulation of FGF signaling","10/1367","13/4391",0.000889723993468943,0.00503740790419916,0.00340188585738125,"36497/3354888/45959/2768940/326237/34420/33629/38456/44672/38424",10,"drk, rl, mts, Pp2A-29B, Ubi-p5E, RpS27A, RpL40, Ubi-p63E, Lk6, sty","OSNs","down","Reactome"
"R-DME-390146","Hippo/Warts pathway","12/1367","17/4391",0.000931350913139016,0.00519666813852929,0.00350943822342238,"32536/41273/34405/36059/42186/33245/43673/33218/35430/39753/37851/33627",12,"sd, hth, lft, 14-3-3zeta, 14-3-3epsilon, ds, dco, ex, tsh, Diap1, yki, ft","OSNs","down","Reactome"
"R-DME-532668","N-glycan trimming in the ER and Calnexin/Calreticulin cycle","12/1367","17/4391",0.000931350913139016,0.00519666813852929,0.00350943822342238,"43785/36040/36270/44643/326237/34420/41166/33629/42828/38456/35527/33369",12,"Rad23, TER94, ERp60, Cnx99A, Ubi-p5E, RpS27A, Calr, RpL40, Rpt2, Ubi-p63E, Pngl, Der-1","OSNs","down","Reactome"
"R-DME-422475","Axon guidance","51/1367","113/4391",0.00107017652890083,0.00588330006561143,0.00397313770664668,"43799/43803/32537/43832/43770/31521/38231/32746/36497/36363/33211/38389/43766/3354888/44801/38418/31816/42964/2768679/40553/45928/37368/37007/34793/35311/32569/36775/36846/32981/38978/34068/32623/48632/31554/31017/42525/36915/38146/40221/32987/42866/41140/37455/38898/37447/40260/36377/43916/39241/31248/40608",51,"Ephrin, Eph, Chc, PlexA, Ank, Act5C, alpha-Spec, beta-Spec, drk, Lac, AP-2alpha, Hsp83, PlexB, rl, bsk, kst, Moe, Nct, p38c, Cont, shi, Act57B, Sema1b, Arpc1, Arpc2, vap, Rho1, Sema2a, Cdc42, rhea, LanB1, Arp2, Act87E, sqh, sdk, AP-2sigma, RhoGEF2, Rac1, Clc, AP-1-2beta, p38a, Ras85D, Egfr, Arp3, Sdc, Psn, fra, Rok, JIL-1, sgg, Cdep","OSNs","down","Reactome"
"R-DME-69620","Cell Cycle Checkpoints","51/1367","113/4391",0.00107017652890083,0.00588330006561143,0.00397313770664668,"39340/34993/45906/34999/36059/42802/36638/41531/34359/42186/42753/40598/43449/36951/40639/39628/39855/40174/41785/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/34974/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/35522/36001/42641/39014/42453/32751/34411/34487/46058/44118",51,"CycA, grp, mr, Prosbeta4, 14-3-3zeta, Rpn9, Rpn6, Prosalpha2, Prosalpha6, 14-3-3epsilon, Cdc16, Hus1-like, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, chif, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, BubR1, dap, Rpn7, Mcm7, Cdk2, CG8188, Cdk1, Ubc2, Prosbeta1, vih","OSNs","down","Reactome"
"R-DME-69002","DNA Replication Pre-Initiation","38/1367","79/4391",0.00107733157045612,0.00588330006561143,0.00397313770664668,"34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/34974/42550/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/39014/42453/46058",38,"Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, chif, E2f1, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, Mcm7, Cdk2, Prosbeta1","OSNs","down","Reactome"
