Geneid,transcript_id,transcript_symbol,gene_symbol,rGAL4_lnRi_0.7_1,rGAL4_lnRi_0.7_2,rGAL4_lnRi_0.7_3,log2FoldChange,padj,DA
FBgn0267792,FBtr0088692;FBtr0339354;FBtr0339354;FBtr0088692;FBtr0339354;FBtr0339354;FBtr0088692;FBtr0339354;FBtr0088692;FBtr0339354;FBtr0088692,rgr-RA;rgr-RC;rgr-RC;rgr-RA;rgr-RC;rgr-RC;rgr-RA;rgr-RC;rgr-RA;rgr-RC;rgr-RA,rgr,425,456,246,0.278774089,0.521251807,0
FBgn0036887,FBtr0344994;FBtr0074972;FBtr0344994;FBtr0074972,CG9231-RB;CG9231-RA;CG9231-RB;CG9231-RA,CG9231,126,67,50,-0.368516645,0.521397131,0
FBgn0004913,FBtr0100159;FBtr0078837;FBtr0100159;FBtr0078837;FBtr0100159;FBtr0078837;FBtr0078837;FBtr0100159,Gnf1-RB;Gnf1-RA;Gnf1-RB;Gnf1-RA;Gnf1-RB;Gnf1-RA;Gnf1-RA;Gnf1-RB,Gnf1,78,68,44,-0.339142335,0.521867099,0
FBgn0259108,FBtr0307598;FBtr0307597;FBtr0307598;FBtr0307597;FBtr0112628;FBtr0307598;FBtr0307597;FBtr0112628;FBtr0307598;FBtr0307597;FBtr0112628;FBtr0307598;FBtr0307597;FBtr0112628;FBtr0307598;FBtr0307597;FBtr0112628;FBtr0307598;FBtr0307597;FBtr0112628;FBtr0307598;FBtr0307597;FBtr0112628;FBtr0307598;FBtr0307597;FBtr0112628,futsch-RF;futsch-RE;futsch-RF;futsch-RE;futsch-RC;futsch-RF;futsch-RE;futsch-RC;futsch-RF;futsch-RE;futsch-RC;futsch-RF;futsch-RE;futsch-RC;futsch-RF;futsch-RE;futsch-RC;futsch-RF;futsch-RE;futsch-RC;futsch-RF;futsch-RE;futsch-RC;futsch-RF;futsch-RE;futsch-RC,futsch,178,87,115,-0.317746723,0.521975509,0
FBgn0001247,FBtr0273273,Ide-RB,Ide,168,135,78,0.302080551,0.522516296,0
FBgn0037622,FBtr0081914,CG8202-RA,CG8202,82,43,45,-0.351655828,0.522516296,0
FBgn0026400,FBtr0085320,Noa36-RA,Noa36,89,55,47,-0.341497007,0.522516296,0
FBgn0013763,FBtr0340066;FBtr0340066;FBtr0087111;FBtr0340066;FBtr0087111;FBtr0340066;FBtr0087111,Idgf6-RB;Idgf6-RB;Idgf6-RA;Idgf6-RB;Idgf6-RA;Idgf6-RB;Idgf6-RA,Idgf6,5543,3423,2244,-0.244502011,0.522516296,0
FBgn0035482,FBtr0289977;FBtr0307170;FBtr0289977;FBtr0307170;FBtr0307170;FBtr0289977,CG14985-RB;CG14985-RC;CG14985-RB;CG14985-RC;CG14985-RC;CG14985-RB,CG14985,33,19,19,-0.49963872,0.522559383,0
FBgn0053198,FBtr0089842;FBtr0340331;FBtr0089842;FBtr0340331;FBtr0089842;FBtr0340331,pen-2-RA;pen-2-RB;pen-2-RA;pen-2-RB;pen-2-RA;pen-2-RB,pen-2,51,23,23,-0.45830742,0.522688808,0
FBgn0026179,FBtr0078289;FBtr0301602;FBtr0078290;FBtr0078290;FBtr0111038;FBtr0301602;FBtr0078290;FBtr0078289;FBtr0111038;FBtr0301602;FBtr0078290;FBtr0111038;FBtr0078289;FBtr0301602;FBtr0078290;FBtr0111038;FBtr0078289;FBtr0301602;FBtr0078289;FBtr0078290;FBtr0111038;FBtr0301602;FBtr0078289;FBtr0078290;FBtr0111038,Iqsec-RB;Iqsec-RD;Iqsec-RA;Iqsec-RA;Iqsec-RC;Iqsec-RD;Iqsec-RA;Iqsec-RB;Iqsec-RC;Iqsec-RD;Iqsec-RA;Iqsec-RC;Iqsec-RB;Iqsec-RD;Iqsec-RA;Iqsec-RC;Iqsec-RB;Iqsec-RD;Iqsec-RB;Iqsec-RA;Iqsec-RC;Iqsec-RD;Iqsec-RB;Iqsec-RA;Iqsec-RC,Iqsec,450,459,285,-0.246096626,0.522693638,0
FBgn0032390,FBtr0080285;FBtr0342580;FBtr0080285;FBtr0342580,dgt2-RA;dgt2-RB;dgt2-RA;dgt2-RB,dgt2,14,4,10,-0.727766813,0.522955007,0
FBgn0261067,FBtr0071628,LSm1-RA,LSm1,49,52,20,-0.454853157,0.523165233,0
FBgn0002441,FBtr0085175,l(3)mbt-RB,l(3)mbt,124,105,76,-0.293232916,0.523415154,0
FBgn0016684,FBtr0087463;FBtr0329884;FBtr0329884;FBtr0087463;FBtr0329884;FBtr0087463;FBtr0329884;FBtr0087463;FBtr0329884;FBtr0087463;FBtr0329884;FBtr0087463;FBtr0329884;FBtr0087463,NaPi-T-RA;NaPi-T-RB;NaPi-T-RB;NaPi-T-RA;NaPi-T-RB;NaPi-T-RA;NaPi-T-RB;NaPi-T-RA;NaPi-T-RB;NaPi-T-RA;NaPi-T-RB;NaPi-T-RA;NaPi-T-RB;NaPi-T-RA,NaPi-T,37,73,68,0.458104566,0.523415154,0
FBgn0037087,FBtr0078353;FBtr0332711;FBtr0078353;FBtr0332711;FBtr0078353;FBtr0332711,CG7519-RA;CG7519-RB;CG7519-RA;CG7519-RB;CG7519-RA;CG7519-RB,CG7519,31,18,20,-0.496323069,0.523610787,0
FBgn0086712,FBtr0088090,Egm-RA,Egm,83,48,49,-0.34364591,0.523761837,0
FBgn0037489,FBtr0081599,Noc3-RA,Noc3,44,30,31,-0.412292574,0.523810023,0
FBgn0003321,FBtr0073411;FBtr0473368;FBtr0473367;FBtr0473368;FBtr0473367;FBtr0073411;FBtr0473367;FBtr0473368;FBtr0073411;FBtr0473368;FBtr0073411;FBtr0473367;FBtr0473368;FBtr0473367;FBtr0073411;FBtr0473368;FBtr0473367;FBtr0073411;FBtr0473368;FBtr0473367;FBtr0073411;FBtr0473367;FBtr0073411;FBtr0073411;FBtr0073411,sbr-RA;sbr-RC;sbr-RB;sbr-RC;sbr-RB;sbr-RA;sbr-RB;sbr-RC;sbr-RA;sbr-RC;sbr-RA;sbr-RB;sbr-RC;sbr-RB;sbr-RA;sbr-RC;sbr-RB;sbr-RA;sbr-RC;sbr-RB;sbr-RA;sbr-RB;sbr-RA;sbr-RA;sbr-RA,sbr,168,131,86,0.293793445,0.523810023,0
FBgn0038009,FBtr0082565,CG17738-RA,CG17738,94,49,37,-0.361121068,0.524049538,0
FBgn0029686,FBtr0070613;FBtr0345711;FBtr0070613;FBtr0345711;FBtr0070613;FBtr0345711,Glos-RA;Glos-RB;Glos-RA;Glos-RB;Glos-RA;Glos-RB,Glos,22,23,14,0.594931173,0.524114509,0
FBgn0033757,FBtr0333103;FBtr0087886;FBtr0087885;FBtr0333103;FBtr0087886;FBtr0087885;FBtr0333103;FBtr0087886;FBtr0087885;FBtr0333103;FBtr0087886;FBtr0087885;FBtr0333103;FBtr0087886;FBtr0087885;FBtr0333103;FBtr0087886;FBtr0087885;FBtr0333103;FBtr0333103;FBtr0087886;FBtr0087885;FBtr0333103;FBtr0087886;FBtr0087885;FBtr0333103;FBtr0087886;FBtr0087885;FBtr0333103;FBtr0087886;FBtr0087885;FBtr0087885,muskelin-RC;muskelin-RA;muskelin-RB;muskelin-RC;muskelin-RA;muskelin-RB;muskelin-RC;muskelin-RA;muskelin-RB;muskelin-RC;muskelin-RA;muskelin-RB;muskelin-RC;muskelin-RA;muskelin-RB;muskelin-RC;muskelin-RA;muskelin-RB;muskelin-RC;muskelin-RC;muskelin-RA;muskelin-RB;muskelin-RC;muskelin-RA;muskelin-RB;muskelin-RC;muskelin-RA;muskelin-RB;muskelin-RC;muskelin-RA;muskelin-RB;muskelin-RB,muskelin,70,69,30,0.406157546,0.524395755,0
FBgn0051028,FBtr0290050,Rsod-RC,Rsod,15,13,18,-0.581341417,0.52489536,0
FBgn0039271,FBtr0304718,CG11839-RB,CG11839,13,6,7,-0.725437251,0.525196133,0
FBgn0014163,FBtr0331176;FBtr0331175;FBtr0075412;FBtr0075413;FBtr0100478;FBtr0100477;FBtr0331175;FBtr0331176;FBtr0075413;FBtr0075412;FBtr0100477;FBtr0100478;FBtr0331176;FBtr0331175;FBtr0075413;FBtr0075412;FBtr0100477;FBtr0100478;FBtr0331176;FBtr0331175;FBtr0075413;FBtr0100477;FBtr0075412;FBtr0100478;FBtr0331176;FBtr0331175;FBtr0075413;FBtr0100478;FBtr0075412;FBtr0100477,fax-RF;fax-RE;fax-RA;fax-RB;fax-RD;fax-RC;fax-RE;fax-RF;fax-RB;fax-RA;fax-RC;fax-RD;fax-RF;fax-RE;fax-RB;fax-RA;fax-RC;fax-RD;fax-RF;fax-RE;fax-RB;fax-RC;fax-RA;fax-RD;fax-RF;fax-RE;fax-RB;fax-RD;fax-RA;fax-RC,fax,1133,740,608,-0.268544067,0.525409078,0
FBgn0032666,FBtr0340576;FBtr0081035;FBtr0340577;FBtr0340575;FBtr0081037;FBtr0081036;FBtr0340575;FBtr0340577;FBtr0340576;FBtr0340575;FBtr0081035;FBtr0081037;FBtr0081036;FBtr0340577;FBtr0340576;FBtr0340575;FBtr0081035;FBtr0081037;FBtr0081036;FBtr0340577;FBtr0340576;FBtr0340575;FBtr0081035;FBtr0081037;FBtr0081036;FBtr0340577;FBtr0340576;FBtr0340575;FBtr0081035;FBtr0081037;FBtr0081036;FBtr0340577;FBtr0340576;FBtr0340575;FBtr0081035;FBtr0081037;FBtr0081036;FBtr0340577;FBtr0340576;FBtr0340575;FBtr0081035;FBtr0081037;FBtr0081036;FBtr0340577;FBtr0340576;FBtr0340575;FBtr0081035;FBtr0081037;FBtr0081036,CG5758-RE;CG5758-RC;CG5758-RF;CG5758-RD;CG5758-RB;CG5758-RA;CG5758-RD;CG5758-RF;CG5758-RE;CG5758-RD;CG5758-RC;CG5758-RB;CG5758-RA;CG5758-RF;CG5758-RE;CG5758-RD;CG5758-RC;CG5758-RB;CG5758-RA;CG5758-RF;CG5758-RE;CG5758-RD;CG5758-RC;CG5758-RB;CG5758-RA;CG5758-RF;CG5758-RE;CG5758-RD;CG5758-RC;CG5758-RB;CG5758-RA;CG5758-RF;CG5758-RE;CG5758-RD;CG5758-RC;CG5758-RB;CG5758-RA;CG5758-RF;CG5758-RE;CG5758-RD;CG5758-RC;CG5758-RB;CG5758-RA;CG5758-RF;CG5758-RE;CG5758-RD;CG5758-RC;CG5758-RB;CG5758-RA,CG5758,83,76,64,0.369796831,0.525471627,0
FBgn0038590,FBtr0347215;FBtr0083605,CG12320-RB;CG12320-RA,CG12320,11,9,10,-0.676893793,0.525500287,0
FBgn0033692,FBtr0339595;FBtr0087989;FBtr0339595,wash-RB;wash-RA;wash-RB,wash,99,64,51,0.344646426,0.525832342,0
FBgn0030502,FBtr0346118;FBtr0073849;FBtr0346118;FBtr0073849,tth-RC;tth-RB;tth-RC;tth-RB,tth,407,310,228,-0.228474191,0.525832342,0
FBgn0020294,FBtr0333449;FBtr0078324;FBtr0333449;FBtr0078324;FBtr0333449;FBtr0078324;FBtr0333449;FBtr0078324;FBtr0333449;FBtr0078324;FBtr0078324;FBtr0333449;FBtr0333449;FBtr0078324;FBtr0078324,ko-RB;ko-RA;ko-RB;ko-RA;ko-RB;ko-RA;ko-RB;ko-RA;ko-RB;ko-RA;ko-RA;ko-RB;ko-RB;ko-RA;ko-RA,ko,192,136,103,0.299781945,0.527318136,0
FBgn0038312,FBtr0290018,Zip88E-RB,Zip88E,33,50,30,-0.435643728,0.527318136,0
FBgn0038617,FBtr0083655,Wdr37-RA,Wdr37,56,45,38,-0.364455834,0.527318136,0
FBgn0022960,FBtr0086182;FBtr0086183;FBtr0086183;FBtr0086182;FBtr0086183;FBtr0086182;FBtr0086183;FBtr0086182,vimar-RC;vimar-RB;vimar-RB;vimar-RC;vimar-RB;vimar-RC;vimar-RB;vimar-RC,vimar,112,90,71,0.323280207,0.527318136,0
FBgn0034307,FBtr0086745,CG10914-RA,CG10914,27,18,14,-0.500136683,0.527318136,0
FBgn0034070,FBtr0340019;FBtr0087209;FBtr0340019;FBtr0087209;FBtr0340019;FBtr0087209;FBtr0340019;FBtr0087209;FBtr0340019;FBtr0087209;FBtr0340019;FBtr0087209;FBtr0340019;FBtr0087209;FBtr0340019;FBtr0087209;FBtr0340019;FBtr0087209;FBtr0340019;FBtr0087209;FBtr0340019;FBtr0087209;FBtr0340019;FBtr0087209;FBtr0340019;FBtr0087209;FBtr0340019;FBtr0087209;FBtr0340019;FBtr0087209,SP2353-RB;SP2353-RA;SP2353-RB;SP2353-RA;SP2353-RB;SP2353-RA;SP2353-RB;SP2353-RA;SP2353-RB;SP2353-RA;SP2353-RB;SP2353-RA;SP2353-RB;SP2353-RA;SP2353-RB;SP2353-RA;SP2353-RB;SP2353-RA;SP2353-RB;SP2353-RA;SP2353-RB;SP2353-RA;SP2353-RB;SP2353-RA;SP2353-RB;SP2353-RA;SP2353-RB;SP2353-RA;SP2353-RB;SP2353-RA,SP2353,20,11,12,-0.571249274,0.527318136,0
FBgn0004924,FBtr0074005;FBtr0100294;FBtr0308699;FBtr0308699;FBtr0100294;FBtr0074005;FBtr0308699;FBtr0100294;FBtr0074005;FBtr0074006;FBtr0308699;FBtr0100294;FBtr0074005;FBtr0340434;FBtr0308699;FBtr0340434;FBtr0074006;FBtr0100294;FBtr0074005;FBtr0308699;FBtr0340434;FBtr0100294;FBtr0074006;FBtr0074005;FBtr0308699;FBtr0340434;FBtr0074006;FBtr0100294;FBtr0074005;FBtr0308699;FBtr0340434;FBtr0074006;FBtr0100294;FBtr0074005,Top1-RA;Top1-RC;Top1-RD;Top1-RD;Top1-RC;Top1-RA;Top1-RD;Top1-RC;Top1-RA;Top1-RB;Top1-RD;Top1-RC;Top1-RA;Top1-RE;Top1-RD;Top1-RE;Top1-RB;Top1-RC;Top1-RA;Top1-RD;Top1-RE;Top1-RC;Top1-RB;Top1-RA;Top1-RD;Top1-RE;Top1-RB;Top1-RC;Top1-RA;Top1-RD;Top1-RE;Top1-RB;Top1-RC;Top1-RA,Top1,623,559,407,0.259875405,0.527318136,0
FBgn0062928,FBtr0472921;FBtr0472922;FBtr0472923;FBtr0472922;FBtr0472921;FBtr0472921;FBtr0472922;FBtr0472923;FBtr0472921,hpRNA:CR33940-RD;hpRNA:CR33940-RE;hpRNA:CR33940-RF;hpRNA:CR33940-RE;hpRNA:CR33940-RD;hpRNA:CR33940-RD;hpRNA:CR33940-RE;hpRNA:CR33940-RF;hpRNA:CR33940-RD,hpRNA:CR33940,48,33,32,-0.390083379,0.527318136,0
FBgn0266101,FBtr0343559;FBtr0343555;FBtr0343556;FBtr0343559;FBtr0343555;FBtr0343556;FBtr0343557;FBtr0343558;FBtr0343560;FBtr0343557;FBtr0343558;FBtr0343559;FBtr0343560;FBtr0343558;FBtr0343557;FBtr0343555;FBtr0343556;FBtr0343559;FBtr0343560;FBtr0343558;FBtr0343557;FBtr0343556;FBtr0343555;FBtr0343560;FBtr0343556;FBtr0343557;FBtr0343555;FBtr0343559;FBtr0343558;FBtr0343559;FBtr0343558;FBtr0343559;FBtr0343558;FBtr0343559;FBtr0343558,CG44838-RE;CG44838-RD;CG44838-RG;CG44838-RE;CG44838-RD;CG44838-RG;CG44838-RH;CG44838-RI;CG44838-RF;CG44838-RH;CG44838-RI;CG44838-RE;CG44838-RF;CG44838-RI;CG44838-RH;CG44838-RD;CG44838-RG;CG44838-RE;CG44838-RF;CG44838-RI;CG44838-RH;CG44838-RG;CG44838-RD;CG44838-RF;CG44838-RG;CG44838-RH;CG44838-RD;CG44838-RE;CG44838-RI;CG44838-RE;CG44838-RI;CG44838-RE;CG44838-RI;CG44838-RE;CG44838-RI,CG44838,63,34,48,-0.388341241,0.527318136,0
FBgn0035397,FBtr0113130;FBtr0072991;FBtr0073003;FBtr0073002;FBtr0073000;FBtr0072999;FBtr0072998;FBtr0073003;FBtr0113131;FBtr0072992;FBtr0073001;FBtr0113131;FBtr0113130;FBtr0072992;FBtr0072991;FBtr0073003;FBtr0073002;FBtr0073001;FBtr0073000;FBtr0072999;FBtr0072998;FBtr0332113;FBtr0113129;FBtr0072994;FBtr0072993;FBtr0072991;FBtr0072995;FBtr0072996;FBtr0332113;FBtr0113131;FBtr0113130;FBtr0113129;FBtr0072994;FBtr0072993;FBtr0072992;FBtr0072991;FBtr0073003;FBtr0073002;FBtr0073001;FBtr0073000;FBtr0072999;FBtr0072998;FBtr0072996;FBtr0072995;FBtr0113131;FBtr0072994;FBtr0072992;FBtr0072991;FBtr0073003;FBtr0073002;FBtr0073001;FBtr0073000;FBtr0072998;FBtr0332113;FBtr0113131;FBtr0113130;FBtr0113129;FBtr0072994;FBtr0072993;FBtr0072992;FBtr0072991;FBtr0073003;FBtr0073002;FBtr0073001;FBtr0073000;FBtr0072999;FBtr0072998;FBtr0072996;FBtr0072995;FBtr0332113;FBtr0113131;FBtr0113130;FBtr0113129;FBtr0072994;FBtr0072993;FBtr0072992;FBtr0072991;FBtr0073003;FBtr0073002;FBtr0073001;FBtr0073000;FBtr0072999;FBtr0072998;FBtr0072996;FBtr0072995;FBtr0332113;FBtr0113131;FBtr0113130;FBtr0113129;FBtr0072994;FBtr0072993;FBtr0072992;FBtr0072991;FBtr0073003;FBtr0073002;FBtr0073001;FBtr0073000;FBtr0072999;FBtr0072998;FBtr0072996;FBtr0072995;FBtr0332113;FBtr0113131;FBtr0113130;FBtr0113129;FBtr0072994;FBtr0072993;FBtr0072992;FBtr0072991;FBtr0073003;FBtr0073002;FBtr0073001;FBtr0073000;FBtr0072999;FBtr0072998;FBtr0072996;FBtr0072995;FBtr0332113;FBtr0113131;FBtr0113130;FBtr0113129;FBtr0072994;FBtr0072993;FBtr0072992;FBtr0072991;FBtr0073003;FBtr0073002;FBtr0073001;FBtr0073000;FBtr0072999;FBtr0072998;FBtr0072996;FBtr0072995;FBtr0332113;FBtr0113131;FBtr0113130;FBtr0113129;FBtr0072994;FBtr0072993;FBtr0072992;FBtr0072991;FBtr0073003;FBtr0073002;FBtr0073001;FBtr0073000;FBtr0072999;FBtr0072998;FBtr0072996;FBtr0072995;FBtr0332113;FBtr0113131;FBtr0113130;FBtr0113129;FBtr0072994;FBtr0072993;FBtr0072992;FBtr0072991;FBtr0073003;FBtr0073002;FBtr0073001;FBtr0073000;FBtr0072999;FBtr0072998;FBtr0072996;FBtr0072995;FBtr0332113;FBtr0113131;FBtr0113130;FBtr0113129;FBtr0072994;FBtr0072993;FBtr0072992;FBtr0072991;FBtr0073003;FBtr0073002;FBtr0073001;FBtr0073000;FBtr0072999;FBtr0072998;FBtr0072996;FBtr0072995;FBtr0332113;FBtr0113131;FBtr0113130;FBtr0113129;FBtr0072994;FBtr0072993;FBtr0072992;FBtr0072991;FBtr0073003;FBtr0073002;FBtr0073001;FBtr0073000;FBtr0072999;FBtr0072998;FBtr0072996;FBtr0072995;FBtr0332113;FBtr0113131;FBtr0113130;FBtr0113129;FBtr0072994;FBtr0072993;FBtr0072992;FBtr0072991;FBtr0073003;FBtr0073002;FBtr0073001;FBtr0073000;FBtr0072999;FBtr0072998;FBtr0072996;FBtr0072995,PAN3-RP;PAN3-RG;PAN3-RH;PAN3-RF;PAN3-RM;PAN3-RL;PAN3-RK;PAN3-RH;PAN3-RQ;PAN3-RJ;PAN3-RN;PAN3-RQ;PAN3-RP;PAN3-RJ;PAN3-RG;PAN3-RH;PAN3-RF;PAN3-RN;PAN3-RM;PAN3-RL;PAN3-RK;PAN3-RR;PAN3-RO;PAN3-RC;PAN3-RB;PAN3-RG;PAN3-RD;PAN3-RA;PAN3-RR;PAN3-RQ;PAN3-RP;PAN3-RO;PAN3-RC;PAN3-RB;PAN3-RJ;PAN3-RG;PAN3-RH;PAN3-RF;PAN3-RN;PAN3-RM;PAN3-RL;PAN3-RK;PAN3-RA;PAN3-RD;PAN3-RQ;PAN3-RC;PAN3-RJ;PAN3-RG;PAN3-RH;PAN3-RF;PAN3-RN;PAN3-RM;PAN3-RK;PAN3-RR;PAN3-RQ;PAN3-RP;PAN3-RO;PAN3-RC;PAN3-RB;PAN3-RJ;PAN3-RG;PAN3-RH;PAN3-RF;PAN3-RN;PAN3-RM;PAN3-RL;PAN3-RK;PAN3-RA;PAN3-RD;PAN3-RR;PAN3-RQ;PAN3-RP;PAN3-RO;PAN3-RC;PAN3-RB;PAN3-RJ;PAN3-RG;PAN3-RH;PAN3-RF;PAN3-RN;PAN3-RM;PAN3-RL;PAN3-RK;PAN3-RA;PAN3-RD;PAN3-RR;PAN3-RQ;PAN3-RP;PAN3-RO;PAN3-RC;PAN3-RB;PAN3-RJ;PAN3-RG;PAN3-RH;PAN3-RF;PAN3-RN;PAN3-RM;PAN3-RL;PAN3-RK;PAN3-RA;PAN3-RD;PAN3-RR;PAN3-RQ;PAN3-RP;PAN3-RO;PAN3-RC;PAN3-RB;PAN3-RJ;PAN3-RG;PAN3-RH;PAN3-RF;PAN3-RN;PAN3-RM;PAN3-RL;PAN3-RK;PAN3-RA;PAN3-RD;PAN3-RR;PAN3-RQ;PAN3-RP;PAN3-RO;PAN3-RC;PAN3-RB;PAN3-RJ;PAN3-RG;PAN3-RH;PAN3-RF;PAN3-RN;PAN3-RM;PAN3-RL;PAN3-RK;PAN3-RA;PAN3-RD;PAN3-RR;PAN3-RQ;PAN3-RP;PAN3-RO;PAN3-RC;PAN3-RB;PAN3-RJ;PAN3-RG;PAN3-RH;PAN3-RF;PAN3-RN;PAN3-RM;PAN3-RL;PAN3-RK;PAN3-RA;PAN3-RD;PAN3-RR;PAN3-RQ;PAN3-RP;PAN3-RO;PAN3-RC;PAN3-RB;PAN3-RJ;PAN3-RG;PAN3-RH;PAN3-RF;PAN3-RN;PAN3-RM;PAN3-RL;PAN3-RK;PAN3-RA;PAN3-RD;PAN3-RR;PAN3-RQ;PAN3-RP;PAN3-RO;PAN3-RC;PAN3-RB;PAN3-RJ;PAN3-RG;PAN3-RH;PAN3-RF;PAN3-RN;PAN3-RM;PAN3-RL;PAN3-RK;PAN3-RA;PAN3-RD;PAN3-RR;PAN3-RQ;PAN3-RP;PAN3-RO;PAN3-RC;PAN3-RB;PAN3-RJ;PAN3-RG;PAN3-RH;PAN3-RF;PAN3-RN;PAN3-RM;PAN3-RL;PAN3-RK;PAN3-RA;PAN3-RD;PAN3-RR;PAN3-RQ;PAN3-RP;PAN3-RO;PAN3-RC;PAN3-RB;PAN3-RJ;PAN3-RG;PAN3-RH;PAN3-RF;PAN3-RN;PAN3-RM;PAN3-RL;PAN3-RK;PAN3-RA;PAN3-RD,PAN3,634,429,332,0.268710846,0.527318136,0
FBgn0030572,FBtr0073945,mRpS25-RA,mRpS25,19,23,13,-0.54524471,0.527318136,0
FBgn0026666,FBtr0332613;FBtr0074084;FBtr0332613;FBtr0074084;FBtr0074084;FBtr0332613;FBtr0332613;FBtr0074084;FBtr0074084;FBtr0332613,MagR-RB;MagR-RA;MagR-RB;MagR-RA;MagR-RA;MagR-RB;MagR-RB;MagR-RA;MagR-RA;MagR-RB,MagR,39,23,15,-0.465874569,0.527318136,0
FBgn0036248,FBtr0075992,ssp-RA,ssp,69,55,36,-0.350209593,0.527318136,0
FBgn0027607,FBtr0088674,CG8230-RA,CG8230,324,290,164,0.261790944,0.527338758,0
FBgn0033186,FBtr0088960,CG1602-RA,CG1602,12,5,7,-0.711397049,0.527543594,0
FBgn0039902,FBtr0340653;FBtr0333681;FBtr0089133;FBtr0340652;FBtr0333681;FBtr0340653;FBtr0340652;FBtr0089133;FBtr0089133;FBtr0340653;FBtr0340652;FBtr0333681,Zip102B-RF;Zip102B-RD;Zip102B-RB;Zip102B-RE;Zip102B-RD;Zip102B-RF;Zip102B-RE;Zip102B-RB;Zip102B-RB;Zip102B-RF;Zip102B-RE;Zip102B-RD,Zip102B,420,215,166,0.275891775,0.527543594,0
FBgn0264442,FBtr0332560;FBtr0332558;FBtr0332557;FBtr0332560;FBtr0332558;FBtr0332557;FBtr0332561;FBtr0332561;FBtr0332560;FBtr0332558;FBtr0332557;FBtr0332562;FBtr0332561;FBtr0332562;FBtr0332560;FBtr0332558;FBtr0332557;FBtr0332561;FBtr0332562;FBtr0332560;FBtr0332558;FBtr0332557;FBtr0332562;FBtr0332561;FBtr0332560;FBtr0332558;FBtr0332557;FBtr0332562;FBtr0332561;FBtr0332560;FBtr0332558;FBtr0332557;FBtr0332561;FBtr0332562;FBtr0332560;FBtr0332558;FBtr0332557;FBtr0332562;FBtr0332560;FBtr0332558;FBtr0332557,ab-RD;ab-RA;ab-RB;ab-RD;ab-RA;ab-RB;ab-RE;ab-RE;ab-RD;ab-RA;ab-RB;ab-RF;ab-RE;ab-RF;ab-RD;ab-RA;ab-RB;ab-RE;ab-RF;ab-RD;ab-RA;ab-RB;ab-RF;ab-RE;ab-RD;ab-RA;ab-RB;ab-RF;ab-RE;ab-RD;ab-RA;ab-RB;ab-RE;ab-RF;ab-RD;ab-RA;ab-RB;ab-RF;ab-RD;ab-RA;ab-RB,ab,69,36,56,-0.40166728,0.527543594,0
FBgn0032293,FBtr0080112,Dpy-30L1-RA,Dpy-30L1,32,19,15,0.574769733,0.527658934,0
FBgn0038058,FBtr0082680,CG5608-RA,CG5608,47,38,18,0.480757366,0.528097048,0
FBgn0003053,FBtr0070680;FBtr0100265;FBtr0070680;FBtr0100265;FBtr0070680;FBtr0100265,peb-RA;peb-RB;peb-RA;peb-RB;peb-RA;peb-RB,peb,79,61,87,-0.40859953,0.528097048,0
